Text,emotion
- Ooh.- Oh.,surprise
"I think past, like,day seven or eight,",neutral
I would stop giving upa finger.,anger
"All right, so, two digits?",surprise
"You know, it's not that weird.I mean...",neutral
"Zach, how about for you?",surprise
I definitely feelvery nervous tonight.,fear
"I know that my name has beenthrown out there, so",fear
I-I would be really surprisedif it wasn't me and Tori.,surprise
"One of us.Tori, you're nodding.",surprise
You agree with that?I know,neutral
"that I'm on the chopping block,",fear
which is literally terrifying.,fear
"I wanted to throw upwhen I just said that, but",disgust
"I believethat I am a strong player,",neutral
"and so, if you keep me in this,",neutral
"you're going to keep us strong,",happiness
and the people I've beenworking with in an alliance,neutral
are going to keep me around.,fear
"And I am a trustworthy,loyal person.",neutral
"I haven't been ableto prove that to you yet,",neutral
"but I will be able to tonight.Well, I...",neutral
I don't know. The trustworthyand loyal is just the...,neutral
"that part that I getcaught up on, you know.",surprise
'Cause obviously we've hada little bit of differences,anger
"when it comes to, like,",neutral
where we started the gameand where we are now.,neutral
"And I mean, I still...I still really like Tori.",happiness
"- Um...- Doesn't want to work with me anymore, though.",sadness
I do not wantto work with her...,disgust
"Well, and her body languagejust shifted",surprise
very clearly when you startedleaning in. She's closed off.,surprise
"I know that Tori wentto Drea and, like,",surprise
"you know, triedto throw me under the bus,",anger
and that's kind ofhow the whole day started.,neutral
"Wow. That's crazy. I'm, like,",surprise
"so mentally,I guess, fatigued that",sadness
I don't remember that happening.,sadness
"- Now, are you being sarcastic?- Absolutely, yes.",surprise
You're saying that did not happen?Yeah.,anger
"It didn't happen.Just to go to all of this,",sadness
the only reason I'm evenbeing mentioned now is because,anger
I was foraging for foodfor literally ten minutes,neutral
"by myself, which is a mistake.",sadness
"And then I come back,and, you know, of course",neutral
"there's going to be a talkbecause in this game,",neutral
"when you have not solidifiedtrust or alliances,",fear
you are looking for anysingle thing that you can find,anger
"to pit someone against another,",anger
"or to say ""Ooh,maybe we shouldn't trust them.""",fear
"And I got caughtin the crossfire,",sadness
and that's why I'm here.,neutral
That is whymy name got brought up.,surprise
"All right, it is time to vote.Zach, you're up.",neutral
First vote of season 42.,surprise
It's not even a vote.,anger
"Anybody has an advantage or anidol, and you want to play it,",anger
now would be the time to do so.,neutral
Yup.,neutral
"I'll take the shot.So, Zach,",neutral
you took the Shot in the Dark?,surprise
"- Yeah, I took the Shot in the Dark.- Okay.",neutral
"As a superfan, I know",happiness
that if you've got whatever odds,neutral
"there are that you're safe,",fear
"and you can add 16%to those odds,",surprise
I thinkyou'd be silly not to take it.,surprise
So Zach sacrificed his vote.,surprise
So there is not a votein here from Zach.,neutral
"Instead, took a one-in-six shotat safety in the game.",fear
"If that says you're safe,",fear
then any votes in herethat are for you will not count.,anger
"If you're not safe,any votes will count.",fear
"All right,you're gonna open it",surprise
and then show itto all of us.,surprise
Let's see.,surprise
"""Not safe.""",fear
Not safe.,fear
All right. Any votes castfor Zach will still count.,neutral
I'll read the votes.,neutral
First vote-- Zach.,neutral
Zach. Two votes-- Zach.,neutral
Second person voted outof Survivor 42-- Zach.,sadness
That's three. That's enough.Need to bring me your torch.,anger
"Zach, the tribe has spoken.",sadness
"Bye, Zach.",neutral
- Time for you to go.- I really did have a blast.,happiness
Seriously.,anger
I just got voted outof Survivor.,sadness
It's kind of cool.,happiness
"Grab your torches, head backto camp. Good night.",neutral
You are swinging that thinglike you're on a scary movie.,fear
- Here's Maryanne!- Aah!,surprise
The game is shifting.,surprise
"I see the way forward now,",surprise
and that's to get Drea out.,anger
I am mortified,disgust
at this gameplay.,surprise
Wow.,surprise
Survivorstill is my favorite show.,happiness
"So, would I rather be the first one voted out",fear
or just never play at all?,anger
Vote me out first a million times.,anger
The opportunity itself means more than anything.,happiness
"Hey, I'm the first unanimous vote. That's neat.",happiness
"It's not what I wanted, but it's a cool, uh, little fact",surprise
you can puton my Survivor Wiki page.,neutral
"We still havea fire going, guys.",happiness
We still have a fire.,happiness
And we hada successful blindside today.,surprise
"I shook his hand, and he gave mehis word, and he played me.",disgust
"And am I right, Drea?",surprise
He was thinkinghe's untouchable.,anger
"He's, like, giving me marching orders... Yeah.",anger
Wait. Can you hear it?,surprise
Can you hear that?,surprise
You know what that is?,surprise
That's Hai's headrolling down the road,fear
"because we lopped his head off,",anger
just like he deserved.,anger
Because Hai was playing too many different games,neutral
and got too full of himself.,anger
Final seven.Final seven.,neutral
"Congratulations, everybody. Yeah.",happiness
"Hai thought he was the king, but",anger
his peasants banded together,anger
and set into motion the biggest blindside of the season.,surprise
"And quite frankly, I've orchestrated",anger
right from the beginning.,neutral
"I hate to say it,",anger
but that was the Tribalthat I enjoyed the most.,happiness
"Yeah, I enjoyed it a lot.",happiness
"He kept saying my name,",neutral
so I wanted thatfor a long time.,surprise
I'm playing this game super chill,happiness
and under the radar because,neutral
the inevitable is happening.Everyone's looking,fear
to take out these big threats.,anger
And it's perfect for me.,happiness
I can just sit back,neutral
and let these big egos,anger
"eat each other up, and then",disgust
the underdogscan take over this game.,surprise
I guess tomorrow we'll figureout how much we really have.,surprise
Yeah.,neutral
Yeah.,neutral
"So, now",neutral
"that Hai is gone, the amuletis now a Steal the Vote,",sadness
which myself and Drea are able to use if we work together.,neutral
So we now have some extra ammo for us,surprise
to use to dwindle down the threats,fear
that might get in the way of our game to the final.,fear
The game's getting spicy now.,surprise
I went...,neutral
I was in St. Martin.Mm-hmm.,neutral
And I went to take picturesof a friend.,neutral
"- Uh-huh.- She's like, ""Come take pictures of me in my swimsuit.""",surprise
"And she had very, like, thongswimsuits and stuff like that.",disgust
"And it's like a wedding, andI was just like, ""You go, girl.""",happiness
"Like, she was really taking the pictures. Like...",neutral
I saw it hang...,sadness
"- Actually, I saw it hanging.- Yeah. Oh, my gosh.",surprise
- Which one happ...? Which one? The pinkie?- It's fine.,surprise
I actually lose my pinkie toes,sadness
- pretty often.- That's odd to say.,surprise
"- What? They're so small.- Oh, yeah.",surprise
"No, no, no,",anger
it's not normalto lose your toenails like that.,disgust
"I'm so confused.No, no.",surprise
"They fall off, like, maybe,like, two or three times a year.",neutral
Mine's never fallen off.,neutral
"- No, but they...- Like, that's regularly?",surprise
"Like, that you havean annual amount?",neutral
Like...,neutral
Two or three times a year.,neutral
"Like...Hey, there's normal,",neutral
"and then there's Maryanne.Like, I don't...",neutral
"Yeah.Yeah, right.",neutral
I've never been more miserable,sadness
"or more hungry or more painful,",anger
"but I'm having so much funout here, man.",happiness
I don't want it to end.,sadness
How has someonenot addressed this,surprise
to her before? Like...No.,surprise
"Clearly, right now,",neutral
I'm not as big of a threat,neutral
"as people think that I am, which is a blessing",happiness
"'cause that means I'm probablysafe for the next Tribal,",happiness
"but a curse, because if peopledon't think you're a threat,",anger
how are you goingto win at the end?,surprise
But I've been really taking a step back,neutral
"because if you're someone who's a big threat,",anger
you're the next one out.,sadness
I thinkthey're going after each other.,anger
Who would have thoughtthat the people,surprise
on the bottom are nowin the power position?,surprise
"It's Survivor flip.The bottom's at the top,",anger
- and the top's at the bottom.- Yup.,neutral
"I'm telling you right now,",anger
- this ain't brain surgery.- No.,neutral
- No.- It's really not.,sadness
"If there's five,and we're the best five,",happiness
let us fight it out.,anger
"I mean, who wouldn't...? Okay.",surprise
It surprises me that the twoof them are still here.,surprise
Yup.Yeah.,neutral
Romeo-- it just bothers methat he's just not working.,anger
It's literally...And he doesn't care.,anger
- No.- He just sits there while we're all working.,anger
Don't know if I've everseen him do anything.,neutral
This is the movement I see.,neutral
"Into the pot, into his mouth.",disgust
That's the only movement I see.,neutral
"He keeps going, dipping in, and then he eats the bottom.",disgust
"You know, at the end when you can lick the spoon,",happiness
from when you're... they're making a cake?,surprise
He licked the spoon.,disgust
Yeah.,neutral
You know what his best move is?,surprise
This.,neutral
That's his exercise. That's what he does.,neutral
He's sitting in the same spot that he sat in 20 days ago.,neutral
Hasn't moved.That's where Romeo art thou.,sadness
Screw them.,anger
"I'm not doing anything foranybody but myself out here, so,",neutral
"hell yes, I'm gonna eatthat rice. I'm hungry.",happiness
And it's not personal. I'm sure,neutral
"I would love himin a regular life,",neutral
but not here.It's been aggravating me.,anger
- Yeah.- So what do you guys want to do?,neutral
Take this to the final five?,surprise
- I'm in.- And duke it from there?,surprise
Yes.I'm in 100%.,neutral
- You're in?- Yeah.,neutral
I'm a competitor.,neutral
I'd rather play against people who have been,neutral
"playing hard the whole time. Like, we came",happiness
"to play for a million bucks,and I want to go with the people",happiness
who are playingfor a million bucks.,surprise
I know.He just eats. He never cooks.,anger
Romeo literally sits,neutral
but then will eat the scraps of rice.,disgust
"I feel so bad becausehe's been with me since day one,",sadness
but I cannot.,sadness
"It's like, ""Aah!""It bothers me so much.",anger
Bah! Aah!,surprise
"We're gonna do the final five,and then we duke it out",neutral
from there right here.,surprise
"I give you my...Listen, I give you my word.",neutral
- Same. Yeah. Same.- I give youse my word.,neutral
I'm down.Let's do this.,sadness
"- ...bounds, uh, out there.- Uh, I mean, no, right?",surprise
But what are you thinking?To go with that?,surprise
"I was saying, ""Top five, us five,",neutral
"the people that deserve to be here."" But",neutral
"it's mainly a game,so Drea sees it",neutral
"and she believes it,and she votes for Romeo.",surprise
Ah.,surprise
To make Drea feel comfortable that we're,neutral
"all together in this, and I think she bought it.",surprise
I hope she bought it.,neutral
"Listen, Drea gets to the finalthree, she's gonna win, and...",surprise
I got to look at the big picture here.,neutral
"And the big picture is,",neutral
Drea's the biggest threat left,fear
that I'm not working with.,neutral
- Drea is extremely good.- She is good.,happiness
I'm actually really thirsty.,neutral
Are you guys gonna be donewith the water yet?,anger
Drea.,neutral
"- Yeah, we're coming.- What are they saying?",surprise
They want us to be backwith the water.,anger
I actually need my water!,anger
"At this point in the game,",neutral
people want to push their agenda.,anger
And after this big blindside,surprise
"on Hai, Mike's getting a little like,",neutral
"""Hmm. I just pulled offmy first big move,",happiness
"""and now I'm the big man",happiness
"who can rule and tell people what to do.""",anger
"But, like, people will go after people like that.",anger
"He's feeling high after Hai,if you know what I mean.",happiness
So I don't trust anything Mike says anymore.,anger
"I think that he's playing harder than he's letting on,",surprise
and you can tell he's become,surprise
what he was accusing Haiof doing.,anger
"He's become the new Hai,",neutral
and that's not going to work for him out here.,anger
I can tell you that right now.,neutral
I just can't believe there was no food.,surprise
"- Like, this really is way different.- Yeah.",surprise
- Mm-hmm.- Mm-hmm.,neutral
"Like,we're all feeling it today.",surprise
"- Oh, yeah.- Yes. Oh, my God.",surprise
"- Like, it hit all of us, you know?- Yeah.",surprise
Yeah. Minnows? Yeah.,neutral
"Coming into this, one of the things that I did",neutral
"was go, ""I'm gonna eat thesame amount as everybody else,",neutral
"not put a target on my back,""and it's worked.",neutral
I'm here. I'm at the top seven.,neutral
"But I burn 2,000 calories",neutral
a day not doing anything.,neutral
I'm getting to the point where moving is-is rough.,sadness
"Jonathan, we're at the beach.",happiness
"People here are literally half my size,",surprise
"and they're eating the same amount as I am, so I have it",neutral
"a little worse than everybodyhere, and that's the truth.",sadness
How long have I beenlaying here?,surprise
Over an hour.,neutral
"- Is there anybody around?- No, they're all at the beach.",surprise
Everybody?,neutral
I'll walk down therewith you in a second.,neutral
All right.,neutral
I wanted to be,neutral
"the provider,and I've done that.",neutral
I'm still the one that starts the fires.,anger
I'm still the one that catches the fish.,happiness
"Six more days, and I can",happiness
hopefully win this gameand move on.,neutral
"But nobody sees how hard it isfor me, which is my game plan.",sadness
I don't want 'em to see.,fear
"So, how does this exactly work?",neutral
What do you do with it?Meaning what?,surprise
Okay.,neutral
The little stringfrom the big string?,surprise
"Little stringsfrom the big string, yes.",neutral
"Huh? Uh, there's two peopleworking on it,",surprise
so I'd kind of get in the way. I...,sadness
"Everybody, take it easy on me.I'm doing everything",fear
"I can do. Okay, Drea?",neutral
Jonathan is acting hangry and kind of rude.,anger
Kind of pisses me off. I was just beyond,anger
shocked at how he wasapproaching the situation.,surprise
- You're the fisherman.- Yeah.,neutral
"This is why I was like,""Can you help?""",surprise
Are you kidding me?,anger
"If it wasn't for uscoming to get it,",neutral
he would have stilljust been laying around.,neutral
I really wanted to work,happiness
"with strong players, but Jonathan's lost",sadness
a tremendous amount of weight.He's weak.,sadness
And I have no empathy for him cause I'm on the same page.,anger
"I'm allergic to coconut, so I can't eat coconut, so,",fear
I'm literally starving.,sadness
It comes off rude because...,anger
I'm the one doing it all.,anger
I could use a thank-you.,happiness
The provider is supposed to get props.,neutral
I want to be a little more appreciated,sadness
"because if it's not seen,",neutral
then it's not working.,sadness
But...,sadness
But the way you talkto people is not...,anger
- Yeah.- That's not okay with me.,anger
"Yeah, I hear you.",neutral
I have held my tongue,anger
so much.,neutral
"But just because of that bickering, I know",anger
that that's gonna...that's gonna put a seed,neutral
in their mindto try to vote me off now.,anger
He's in his mood...,anger
Jonathan's starting to unravel.,sadness
And people are picking upon that.,anger
It's perfect timing because,happiness
I want Jonathan out because of how he acts towards me.,anger
He's not a great ally.He just dictates,anger
"on what I should do,and if I disagree,",anger
he gets annoyed with me.,anger
Mm-hmm.,neutral
Yeah.,neutral
Jonathan's the one person,neutral
getting in the wayof me winning more challenges.,anger
But I know what I'm capable of doing.,neutral
So it's balls to the wall going all out,anger
to make sure Jonathan loses and goes home.,anger
"All right,seven players left in the game,",neutral
and today is the dangerousDo or Die twist.,fear
"It's a risky game of chance,",fear
but it could be an opportunity for somebody on the bottom.,surprise
"If they win,",surprise
"they're safe,can't be voted out.",neutral
"If they lose, they're out,",fear
"but there is no vote involved,and nothing can save them.",sadness
It is them against the game.,anger
"Last season when we did this,",neutral
Deshawn was in trouble. He played Do or Die and won.,surprise
They couldn't vote him out.He made it to the final three.,surprise
There's no easy choice.,sadness
"If you need immunity,you have to compete.",neutral
"But if you compete,and you're first out,",neutral
you got to play Do or Die.What would you do?,surprise
"And remember,they've not seen season 41.",surprise
They're going to be shocked.,surprise
Come on in.,happiness
"All right, shall we getto today's immunity challenge?",surprise
"- Yeah.- Yes.- First things first, Lindsay.",neutral
Got to take it back.,sadness
- Thank you.- Yup.,neutral
"Once again,immunity is back up for grabs.",surprise
"For today's challenge, you're going to balance",neutral
on a narrow perch while holding a handle,fear
"behind your head. At any point,",neutral
"a foot comes off,or a hand lets go, you're out.",fear
"Last person left standingwins immunity,",surprise
guaranteed a spotin the final six.,happiness
There is a twistto today's challenge.,surprise
"And it's a dangerous one,",fear
"but if you think you'reon the bottom, it could help.",neutral
Here's how it works.,neutral
The first personto fall out of this challenge,sadness
will have to play a potentially,neutral
deadly game of chancecalled Survivor Do or Die.,fear
- What?- What?,surprise
"Tonight at Tribal Council,",surprise
the first person to fall outof this challenge,surprise
will play this game of chance.,surprise
"If you win, you're safeand cannot be voted out.",neutral
"Then we have a regular Tribal,and somebody else is voted out.",happiness
"If you lose, you're out,and that's it.",fear
"Oh!Nothing can protect you,",fear
"no idols, no advantage,no Shot in the Dark, nothing.",anger
It is you against the game.,neutral
"So, your decision right now is,",neutral
"Whoa.If you think you need immunity,",surprise
you got to compete.A lot of this comes down,neutral
to where you believeyou sit in the game.,neutral
How much knowledge do you haveabout your relationships?,fear
Because several people heredon't need immunity tonight.,fear
Most of you are not going home.One is.,sadness
"If you think you're the one,Do or Die is an option.",anger
"Remember, Do or Diedoesn't mean you're out.",happiness
It could meanyou're totally safe.,fear
"Omar, what are the variables",neutral
in this that you haveto think about right now?,surprise
"Yeah, I mean,this changes everything.",surprise
You have seven people herewho have been making plans,neutral
"for the last few days,but none of it may matter.",sadness
"All right,shall we make our decision",surprise
about who's gonna competeand who isn't?,surprise
Yeah.All right.,neutral
You'll each take one rock.,neutral
"Purple means ""I'm gonna play.""",happiness
"Gray means, ""I'm gonna sit out.""",neutral
It's a complicated decision.,neutral
"Do or Die.This is a game about risk, but",neutral
it's an incredible opportunity.,surprise
- Take a look at which color's in which hand.- Yeah.,surprise
"Hell, it could mean that you're safe",fear
without anybody even votingfor you.,anger
"Once again,purple means ""I'm playing.",neutral
"I got to go for it.""",surprise
"Gray is, ""I'm not competing.",neutral
"""I'm gonna give up my shotat immunity, and I'm just gonna",surprise
"""take my chances that I'vegot a strong enough alliance",neutral
"that I'm not in troubletonight.""",neutral
"All right, everybody reveal.",surprise
"Oh, my gosh.",surprise
"Wow.Jonathan is playing,",surprise
- and Lindsay is playing.- Yeah.,neutral
And that is it.,neutral
Ooh!Wow!,surprise
Had a feelingthat was going to happen.,surprise
"Jonathan, it's kind of crazy.",surprise
"- I mean, it's literally a showdown.- I know.",surprise
"I mean, honestly, I thoughtit was gonna come down",neutral
"to me and Lindsay,so here we are.",neutral
"I know. Lindsay,",neutral
you know right nowthat you or Jonathan are going,neutral
to have your fate determinedby a game of chance.,fear
"Yeah, it's just the oddsare way worse now.",sadness
"Like, I was hoping there'dat least be three or four,",disgust
and there'd be a better chanceof me being to outplay that.,neutral
But Jonathan and I have beenneck-to-neck,neutral
"almost every single challenge, so",neutral
this is going to bea battle royale right now.,anger
"All right, Omar,",neutral
"Mike, Drea, Romeo, Maryanne,you are not competing.",neutral
"No shot at immunity,which means you're vulnerable",fear
at Tribal Council.,fear
Take a spot over here.,neutral
We will leaveJonathan and Lindsay,sadness
to get readyfor the competition.,neutral
"Jonathan, Lindsay",neutral
side by side in a showdown.,anger
Put your feet into position.,neutral
"Your heels haveto be against the beam,",neutral
"your butt and your back haveto be against the beam,",neutral
and your hands are holdingthe handle behind your head.,surprise
"All right, we are good.",happiness
And this challenge is on.,surprise
"- Let's go, guys.- Good job.- Good job.",happiness
You can't askfor more than this.,surprise
Two warriors...,neutral
...battling it out on day 21.,neutral
One player will bein control of their fate.,surprise
One player will not.,sadness
"Once again, Survivor testing you",anger
in ways you could never predict,surprise
in a much more dangerous versionof Survivor,surprise
where the monster isalways starving.,fear
Nowhere to hide.,fear
You are five minutesinto this challenge.,neutral
"Good job, guys.",happiness
Really impressive.,surprise
This challenge is no joke.,anger
This is where you find outhow much is in that tank.,surprise
Jonathanwith a lot of movement.,surprise
"Trying to find some wayto relieve the pain,",sadness
some way to block it.,anger
Trying to breathe through it.,fear
"Two different body positions,but both",neutral
are still doingwhat you need to do.,neutral
"Keep digging, just keep pushing.",anger
You cannot lose focus.,neutral
Keep hanging in there.,happiness
Whatever it wasthat made you sign up,neutral
"to come play Survivor,this is what you wanted.",surprise
This kind of a test.,surprise
"- 12 minutes in.- Ooh, good job, guys.",happiness
Stakes are huge,fear
with Do or Die on the line.,fear
Don't give in.,anger
This is it. Dig it in.,neutral
"Come on, Lindsay.",neutral
Lindsay drops first!,surprise
Oh!,surprise
- Wow.- Jonathan wins individual immunity,surprise
in a torturous challenge.,fear
Wow!,surprise
Great job.,happiness
Good job.,happiness
"Jonathan, come on over.",neutral
"Good job, Jonathan.",happiness
Where are you feeling itright now?,surprise
My whole body. I feel like,fear
my forearms are aboutto fall off.,sadness
"Well, you'll have timeto recover tonight",neutral
"because you are safeat Tribal Council,",neutral
guaranteed a spotin the final six.,happiness
"Well earned, risky move.You are safe tonight.",surprise
"Head back over.Good job, Jonathan.",happiness
"Nice job, Jonathan.",happiness
"Jonathan, you are safe tonight.",surprise
You don't have anythingto worry about.,neutral
"Lindsay, not the same for you.",sadness
"So tonight at Tribal,",surprise
your fate will be determinedby the game Do or Die.,fear
"If you win, the good news is,",happiness
you're safeand cannot be voted out.,fear
"But if you lose, you're done.",fear
"If you're safe, there is a vote,",fear
and somebody else is voted out.,sadness
Day 21 of Survivor 42.,surprise
Stakes have never been higher.,fear
"All right, everybody, grabyour stuff, head back to camp.",neutral
See you tonightat Tribal Council.,neutral
Lindsay is tough as nails.,anger
She's the number one competitor that I have to go against,neutral
for this necklace.,neutral
"To be honest with you, it wouldn't hurt me",neutral
if she left tonight.,sadness
"I mean, I hate to say it.She's a great...",sadness
I don't hate to say it.That's the game.,anger
"If it's time for her to go,then I'm okay with her leaving.",sadness
"I had my husband's voice in my head like,",sadness
"""You suck at endurance.""",anger
"Especially, like, my feet.I was like,",neutral
"""Mm, that's not gonna happen.""",disgust
"Yeah, Lindsay took",neutral
"a chance, and I'm proud of her.",happiness
That was a million-dollar gamblethat I made today.,surprise
"Now, tonight comes into a game of chance, and...",surprise
"I'm very disappointed in myself, because...",sadness
that was such a dumb decision.,anger
I felt safe.,happiness
"I didn't need to do that, butI wanted to just beat Jonathan.",anger
"So, me being a competitormy whole life",neutral
totally came into play.,surprise
I've always played sports.,happiness
"At nine, I was like, ""Football looks really fun.""",surprise
And I signed up. I was the only girl,surprise
in the entire league of the town.,neutral
And I busted my ass and I earned my spot,anger
and I played every single game for six years.,happiness
And that's where my personality,neutral
and just who I amjust slipped in.,surprise
It just sucks how Linds...,sadness
- She should have just not played.- I know.,disgust
And now I literally might be outfrom that one mistake.,sadness
But...,sadness
I'm proud of myselfthat I gave it my all.,happiness
I'm proud of myself,happiness
"that I fought,and I'm not out of the game yet.",anger
I let my head...,neutral
"No, don't say that.No, don't live with regrets.",anger
"You don't know what it is yet,you know?",neutral
- You don't...- You're acting like you're already home.,anger
- Like...- Mm-hmm. Yeah.,neutral
We'll see what happens.,neutral
"It was bittersweet 'cause I was rooting for my girl,",sadness
"but at the same time,",neutral
I am hopingLindsay goes home tonight.,sadness
"Obviously I'm notgonna tell her that,",neutral
"but, like, if she goes home,",neutral
there's only one amulet left in the game.,surprise
And that meansthat my amulet becomes an idol.,surprise
"So then that would meanI have an idol in my bag,",surprise
plus the KnowledgeIs Power advantage.,neutral
I also have my extra vote.,neutral
So tonight is a major night for me.,happiness
But if Lindsay doesher Do or Die,neutral
"and she's still in the game,",neutral
we will have to send someone else home.,sadness
And I feel like Romeo's name is out there,sadness
because Romeo doesn't really do that much around camp.,neutral
- It's Romeo.- Yeah.,neutral
Please.,neutral
- I'm sticking to the plan.- I'm gonna...,neutral
- 'cause I'm nervous.- No. I'm sticking to the plan.,fear
"Yesterday, I set up a little plan",neutral
that the decoy vote tonight is Romeo.,surprise
"Thankfully,",happiness
Drea bought my story.,happiness
"Because if Lindsay doesn't go out tonight, I want Drea out.",anger
...we have a straight lineto the final four.,happiness
"Right, and she's a huge threat.",fear
- We'd be crazy.- Right.,neutral
Drea's a threat. She's super likable.,anger
And I would have the only amulet left.,surprise
I would have an idol in my pocket,surprise
if she left.,sadness
I got-- You got my word.,surprise
"- I got you...- All right, love you, baby.",happiness
I'll see you later.,neutral
"Drea better hope that I go home,",fear
"'cause if not, it's gonna be her.",fear
"If I make it to the final three,",surprise
I don't want to be sitting by Drea.,anger
Drea has more on her résumé,neutral
than me.,neutral
She'd be hard to beat.,happiness
"If she makes it to the finalthree, she's gonna win.",surprise
Yeah.,neutral
"- Hey, I'm just being real with you.- Yeah.",neutral
Drea's been playing such a good game.,happiness
She's always been in the majority.,neutral
"If anybody lets her getto the end, she will win.",anger
Point blank. Period.,anger
That's my word.,neutral
"- Drea.- Got you. Okay, cool.",neutral
"All right, thank you.",neutral
"Boom, boom, boom, like dominoes",surprise
right in a row. Everybody's on board.,happiness
There's five days left.,neutral
I could do it going backwardswith my eyes closed.,surprise
"And quite frankly, I have an idol in my pocket.",neutral
"If I feel even the ""bittest"" that I'm being played,",anger
I will not hesitate to play it in a second.,neutral
"- So, it's Drea tonight.- Oh.",surprise
"- We're just making sure that everything is-is all good.- Yeah, yeah, yeah.",neutral
"But she alsocan't be aware of it,",surprise
- because she has the extra vote.- Yeah.,neutral
Yeah.Okay.,neutral
Knocking Drea out here removes an extra vote,neutral
and removes a playerwho's gonna be,neutral
a really strong contender at the end of the game.,surprise
"Oh, yeah, you should.",surprise
"But the smarter side of me says,",neutral
"""Mike is a threat to win,",anger
"and I want to blindside him and make a big move.""",anger
"But at this point, I feel like it's too risky,",fear
'cause Mike has that hidden immunity idol.,surprise
"And so, that makes the decision easy.",neutral
"If Lindsay is safe, and Drea is going home,",neutral
it seems set in stone.,neutral
"Wait, you were praying?",surprise
Okay. Geez.,anger
I could feel my stomach turning.,disgust
I've been staring at people,fear
"and observe, like,how they're moving,",neutral
"how they're acting, who they're talking to.",neutral
It's weird. It's a very weird vibe.,surprise
"Mike is saying that it's Romeo,",neutral
but now my gut tells me that Mike is lying to me.,anger
So... is the plan,neutral
- -- Romeo?  Mm-hmm.,neutral
-Yes. And then,neutral
"we have to try to get Miketo play his immunity idol,",fear
basically.,neutral
I'm gonna takehis immunity idol.,anger
- You can take it?- Yes.,neutral
- Really?- Mm-hmm.,surprise
You can take it from him?,fear
"- You're the only person I've told, Omar.- Okay.",neutral
"- You're literally the only person I've told.- Yeah. Yeah, yeah, yeah.",neutral
"It's before the votes.I have to say, ""Hey, Jeff.""",neutral
- It's public?- Yeah.,neutral
Mike does not know,surprise
that I havethe Knowledge Is Power,neutral
and have the abilityto take his idol tonight.,surprise
"I decided to tell Omar, because I believe",neutral
Omar is someone that I can workwith towards the finish line.,happiness
Mike told methat he might play it today.,neutral
- His immunity idol?- Yeah.,surprise
So...,neutral
we may have to vote Mike today.,fear
We have to.,neutral
"So, it'll be",neutral
"- me, you...- Me, you, Lindsay.",neutral
"Lindsay, Romeo, extra vote.- Romeo, extra vote.",surprise
So that's five votes on Mike.- Mm-hmm.,neutral
- Mm-hmm.- All right.,neutral
This changes everything.,surprise
"I mean, at this point,Mike thinks he's totally safe.",neutral
"It's the perfect timeto take him out,",anger
'cause he won't see it coming.,surprise
"And with Drea stealing his idol,",anger
he has no backup protection.,fear
He told me that it's you.,surprise
'Cause he willnever see that coming.,surprise
- It would be epic.- I agree.,happiness
"This is big,because Drea told me her power.",surprise
"So, like, we can't let it spill.",fear
"So, she will steal Mike'shidden immunity idol tonight,",surprise
and she wants to blindside Mike.,anger
Whoa.,surprise
So Mike's hidden immunity idol,surprise
will be Drea's tonight.,neutral
Wow.,surprise
"Oh, my God. This is crazy.",surprise
"Yeah, for sure.",neutral
- I know. This shocked me.- So...,surprise
- I know...- It changes everything.,sadness
"Because we can blindside Mikeand get him out,",surprise
or--telling him what the power is--,neutral
Mike gives us the idol.,surprise
"And this way, we still havecontrol of where the idol is.",neutral
"By removing the idol from Mike'spocket and putting it in mine,",neutral
Drea's advantageis basically neutered,sadness
and so is Mike's'cause he doesn't have his idol.,sadness
"And then it's, like, free for the taking.",surprise
You can take either one out.,anger
- My gut says to take out Mike.- My gut says...,anger
"I know, but my gut saysI don't trust Drea as much.",fear
And there's so many waysthat I could go.,neutral
"We let Drea steal Mike's idol,",anger
"he's blindsided, and Mike goes home.",surprise
- It's gonna be cool. Okay.- I know.,neutral
Or tell Mike about the advantage,neutral
and then blindside Drea to keep him happy.,anger
He's an ally.,neutral
He's a vote.,neutral
"The other option is,if I keep his idol in my pocket",neutral
"and vote out Mike,",anger
then I don't have to give it back to him.,anger
"Officially,possession of the idol is mine.",neutral
I can't wait. Dude.,surprise
And yet none of this may matter.,sadness
"Lindsay may go homein the Do or Die,",surprise
and then we're back to square one.,sadness
"All right,so let's start with",neutral
today's immunity challengeand the twist.,surprise
"If I need immunity,I got to compete.",anger
"But if I competeand I'm first out,",sadness
I got to play Do or Die.,surprise
And everybody sat outexcept Jonathan and Lindsay.,surprise
"Jonathan,what was the thought process",neutral
of why you weregoing to compete?,surprise
"I know that I need it, Mr. Jeff.",neutral
"I mean,we're this close to the end,",sadness
so there wasno real choice for me.,sadness
"I had to commit and do it. Lindsay,",neutral
you were the only other person,neutral
"that stood upand said ""I'm competing.""",surprise
"Honestly, my competitive nature",neutral
"overtook my gut,and I made a poor choice.",sadness
And I was blindedwithout double-checking,fear
does this make sensein the game to do?,neutral
"Mike, what was it liketo watch these two?",surprise
Because it wasa pretty intense battle.,surprise
Their bodies gave out.,sadness
It was unbelievable.I got to be honest with you.,surprise
I have total respectfor both of them.,neutral
And I know Lindsay saidshe did a stupid thing.,sadness
I don't thinkshe did a stupid thing at all.,anger
I think she did a warrior thing.,surprise
