Text,emotion
- I wanted to win that so bad.- I know.,Sadness
"Like, that'd beso much more fun.",Happiness
Those people at the reward--,Neutral
"they're gonnago get a nice rest,",Happiness
"they're gonna get a bunchof food, and they're gonna",Neutral
have a much morememorable time than us.,Neutral
We're gonnabe out here miserable,Sadness
and tiredand really not talk that much.,Sadness
"I don't know about you, but",neutral
when I go out for some cocktails,Happiness
"and some food,I'm pretty chatty.",Happiness
"Wars, negotiations, sales",Neutral
are all doneover breaking bread.,Neutral
I haven't had much timewith the three of you,Sadness
so it's kind of funto get to the opportunity,happiness
"- to know each other, as well.- GABLER: That's right.",Neutral
"- CASSIDY: Yeah.- CODY: So, quick strategy talk.",neutral
Are you-are youstill skeptical of Sami?,Neutral
"Yeah, he's-he'sall over the place.",Neutral
"- GABLER: I know.- CASSIDY: For me, personally,",neutral
I haven't built any trustwith Noelle or Owen.,Sadness
I feel likeOwen is her new Dwight.,Neutral
"- KARLA: Mm-hmm.- Yeah, that's what I'm thinking.",neutral
CASSIDY:Yeah.,Neutral
I know it seems likeit was a total loss,Sadness
for the people who,neutral
"didn't get the reward, butto be honest, I'm a big believer",neutral
"in a lot of the time when thingsdon't seem to go your way,",sadness
"like, there is a silver lining",happiness
that you can find.,Neutral
"Oh, man,this game's getting crazy.",Surprise
It's gonna get crazier.,Surprise
CASSIDY:And so I think this isthe perfect time for me,Neutral
to find outwhere Cody head's at,Neutral
because I do wantto have the numbers on my side,Neutral
because I think that would bereally beneficial for my game.,Happiness
"I feel like it's time to startactually, like, looking at",neutral
- getting out the big threatsin this game.- Yeah.,Neutral
"Like, for example,I think Noelle's a big threat.",Fear
I think she...,neutral
And she's gaining momentumthe longer she's here.,Happiness
I feel like she's gonnacook up some more stuff.,Neutral
"- Yeah.- She's already madea big move. Like, do we want",neutral
to even give her a chanceto make another big move,Neutral
"- and then, like,build her résumé?- No. Yeah.",Neutral
CASSIDY: It absolutelyis getting harder and harder,Sadness
to keep everyone in this groupon the same page.,Neutral
There's so much shiftingin the game right now.,Neutral
"These rewards are big,",happiness
"and that bonds people,that bring them together.",Happiness
"So for me,I'm just trying to make sure",Neutral
"that I can keep my alliesstrong, keep us intact,",Neutral
but I never really fully know,Neutral
"where Gabler's at,to be honest with you.",Neutral
And having him as a voteis gonna be critical for me.,Neutral
"Who do you see yourself, like,moving forward with on the game?",Neutral
"GABLER:Well, yeah, we'll have to see",neutral
- who's gonna win tomorrow.- Yeah.,Neutral
"- You know, if we could...- How do you feel about,",Neutral
"like, Noelle and stuff?",Neutral
"I like her a lot, personally.",Happiness
"Obviously, she's...I mean, she's like a hero",Happiness
inside the game for me.,Neutral
I've thought of thatfrom the beginning.,Neutral
I've said that multiple times.,Neutral
She's a big threat. I don't wantto go to the end next to her.,fear
- And then we'll see who wins.- CASSIDY: Yeah.,Neutral
And then we can...We'll have to make a decision.,Neutral
- KARLA: Then we can talk.- Cause then we're gonna have,neutral
- to make a decision.- CASSIDY: But I would like...,neutral
- I would like to vote with you.- Yes.,Neutral
- Let's do that.- If you're voting tomorrow.,Neutral
"- Okay.- I would like to do that, too.",Neutral
I positioned myselfin a nice spot.,Happiness
"Both sides are wanting meto vote with them,",Neutral
and neither side is talkingabout voting for me.,Sadness
So I think that's,neutral
"a really good place to be.I've got options,",happiness
and options are really bigin this game.,Neutral
♪ ♪,neutral
Come on in.,Neutral
♪ ♪,neutral
"- Good morning, Survivor 43.- NOELLE: Good morning.",neutral
- Good morning.,Neutral
"- Good morning, Jeff.- Good morning.",neutral
Eight players left.,Neutral
"All right, shall we getto today's immunity challenge?",Neutral
"- Yes, sir.- First things first.",Neutral
Got to take back both necklaces.,Sadness
- Ooh. You go first.- You go first.,Neutral
[laughter],happiness
"Thank you, Cody.",Happiness
"- Whoops. Thank you, Karla.- Thank you.",Neutral
"Once again, individual immunityis back up for grabs.",Neutral
"For today's challenge,with one hand,",Neutral
you're gonna steadya balancing board,Neutral
while simultaneouslybuilding a house of cards,Neutral
with the other hand.,Neutral
The first player to builda house of cards high enough,Neutral
"to reach the finish mark...wins immunity,",Happiness
guaranteed a spotin the final seven.,happiness
Losers-- Tribal Council,Neutral
where somebody will bethe eleventh person,Neutral
voted out of this game,Sadness
and become the fourth memberof the jury.,Neutral
"All right, we're gonna drawfor spots, we'll get started.",Neutral
Here we go.,Neutral
♪ ♪,neutral
Here we go.,Neutral
"Put your hand on your handle,get a feel",Neutral
of how that board works.,Neutral
So you're goingto be transferring pieces,Neutral
with one hand while tryingto keep it level with the other.,Neutral
"All right, Survivors ready?",Neutral
Go.,Neutral
This challenge is on.,Neutral
"It's a bit of a race,",Neutral
but there's a massivelearning curve to this.,Neutral
You're probably goingto drop your house of cards,Fear
at least onceas you start to figure out,Neutral
where those balance points are,Neutral
and how much flexibility,Neutral
you havewith your arm and that rope.,Neutral
Lots of different strategies,Neutral
"for how to build,especially your base.",Neutral
Noelle drops.,Surprise
That's to be expected.,Neutral
Karla dropped.She's got to start again.,sadness
You're lookingto build a house of cards,Neutral
high enoughto reach that red arrow.,Neutral
A long way to go.,Neutral
Ain't so easy.,Neutral
Son of a gun.,Anger
15 minutes into this challenge.,Neutral
[sighs],Neutral
"It is now Cassidy and Owenside by side,",Neutral
Karla down at the end.,Sadness
All three about the same height.,Neutral
Everybody else starting over.,Neutral
Owen loses everything.,sadness
Cassidy continuesto make good work of this.,Happiness
She has found a momentum,Happiness
and great balancesteadying that board.,Happiness
Cassidy getting closer.,Neutral
And Cassidy loses half of it.,Sadness
That opens the door for Karla.,Neutral
And Karla drops.She's back to zero.,Sadness
"Now we've got everybodystarting over again, basically,",Neutral
and this is wide open.,Neutral
CODY [sighing]:Aah. There.,Neutral
PROBST:Let it out. Exhale.,neutral
Get some new energy.,Neutral
You got to keep your eyeson the prize.,Neutral
Prize is the necklace. The wayyou get there-- slow and steady.,Neutral
- Damn!- No!,Anger
[groans],Disgust
You can't get frustrated.You just have to start again,Neutral
and keep building.,Neutral
You start overin this game all the time.,Disgust
Damn!,Anger
PROBST:It's the theme of Survivor.,Neutral
Keep digging.,Neutral
"This is not easy,but somebody will win.",Neutral
Awesome.,Happiness
28 minutes into this challenge.,Neutral
"Right now, just based on height,",Neutral
"it is Cassidy in the lead,",Surprise
"then Karla,",neutral
"then Sami,",neutral
then Owen and Noelle.,Neutral
Owen drops.,Neutral
"Cassidy getting closeto the top,",Neutral
but she's been there before.,Neutral
What has she learnedfrom past attempts,Neutral
about building a structurethat's really stable?,Neutral
Is that enough?,Neutral
That is not gonna do it.,Anger
You're about an inch short.,Neutral
Sami with another piece.,Neutral
"Karla down on the end,inching near that finish line.",Neutral
Karla and Cassidy almostat the exact same point.,Neutral
Cassidy has a reallyinteresting strategy.,Neutral
"She thought through this,learned a lot.",Neutral
She's stacking now so she canjust put one piece vertically,Neutral
and see if that'll do it.,Neutral
"The issue is, can she do thiswithout faltering?",Neutral
Karla getting closer.,Neutral
She's one level away.,Neutral
"Sami's in it,inching toward that finish mark.",Happiness
"Cassidy has a bit of a lead,but you can't race.",Neutral
You still have to be composed.,Neutral
Noelle not messing around.,Neutral
Karla closeto breaking that plane.,Neutral
- [gasps]- And loses everything!,Surprise
"One tile,literally one tile away.",Anger
"And it is now Cassidy,",Neutral
Noelle and Sami's to win.,Neutral
"Sami trying to catch Cassidy,but he's got to hope she drops.",Fear
Because Cassidy could win thisif she can get one,Neutral
vertically from here.,Neutral
That's it! Cassidy wins,Happiness
- individual immunity.- NOELLE: Wow.,Surprise
PROBST:Safe tonight.,Neutral
Emotion starts to pour outafter 19 days.,Neutral
Another new winnerof the necklace.,Happiness
- What an effortin that challenge.- JESSE: Good job.,Happiness
Great job.,Happiness
"Cassidy, come on over.",Neutral
"- Congrat...- Oh, my gosh.",Surprise
[laughter],happiness
I'm shaking so hard.,Fear
"All right, Cassidy,you are safe in this game.",Happiness
You are gonnamake it to the final seven.,Happiness
That will not be the casefor all of the rest of you.,Neutral
"After 19 very tough daysout here,",neutral
somebody's dreamwill end tonight.,Sadness
"Eleventh person voted out,fourth member",Neutral
of our jury.It will not be you.,Anger
Congrats. Grab your stuff.Head back to camp.,Happiness
"- See you tonight at Tribal.- Thank you.- SAMI: Good job, Cass.",neutral
"CASSIDY:To me, today was just proving",Neutral
to myself that I am capable,happiness
of accomplishingall of my dreams,happiness
and my goals in this game.,Neutral
"And now, the last thing thatI want to accomplish is winning.",happiness
"And I really am startingto see that I can do it,",happiness
and that's sucha fulfilling feeling for me.,happiness
CASSIDY: Oh!,Surprise
Thank you.,Happiness
- Good job.- It feels so good.,Happiness
"I, like, dreamt about thisso many times.",Happiness
"NOELLE: Cassidy wonthe challenge today, and",happiness
it puts a little bit of a hiccup,Neutral
in our original plan because,neutral
we were gonna split thenumbers between her and Karla,Neutral
just in caseKarla plays an idol.,Surprise
But now I needto come up with a new backup,Neutral
before Karlacan get something going.,Neutral
- NOELLE: Yeah?- Yeah. Yeah.,Neutral
What?,Surprise
They're looking at me.,Neutral
"NOELLE:Sami-- you know,I can't trust the guy,",disgust
especially what happenedwith last Tribal Council,Neutral
"with everything with James,him telling Karla",Neutral
ten minutesbefore everything that happened.,Neutral
But I gained a tonof trust with Owen.,Happiness
"I have a great relationship andalliance with Jesse and Cody,",happiness
"and Gabler'sa straight-up guy, so,",neutral
I'm 95% confidentwe can still vote out Karla.,Neutral
- But Cass isn't gonnatrust me or you again.- CODY: Yup.,Neutral
- And then she'll have Cass.- Yup.,Neutral
Now we're...,neutral
"Yesterday, I had, like,a very emotional human moment",Neutral
"reading my lettersfrom home, and,",neutral
"like, Noelle is the onethat gave me that moment.",Happiness
So it makes it hard to think,Neutral
about potentiallyvoting her out.,Fear
"But reading those letters, nowI'm using that to motivate me",happiness
to make the best decisionsfor me and my family back home.,Neutral
"So,",neutral
"whatever I might want to doemotionally out here, you know,",Neutral
the emotional commitment I haveback home trumps all of that.,Happiness
"CODY:She's good, dude.",Neutral
"JESSE:Every time we box her in,",Neutral
"- she finds a way out.- Yup, she finds a way out.",Neutral
- She's picking up speedfor sure.- We can't have it.,Neutral
JESSE:I see Noelle as oneof the best players out here.,Happiness
"Every timeI take out her number one,",Neutral
"she comes backwith another number one,",Happiness
and she comes back stronger.,Happiness
"And we see itin the challenges, right?",Neutral
"Like, she comes back from,like, you know,",Neutral
"being at the very end andwinning. Like, so she's, like,",happiness
always gonna find a way,Neutral
to fight throughand make things happen.,Neutral
"- She'll turn on us.- Oh, yeah.",Fear
Very quickly.I wouldn't be surprised,Surprise
if she takes out Karlaand then she takes out us.,Fear
You're probably right.,Neutral
"Yeah, I mean,she's got to go tonight.",Neutral
- Yup.- Got to be.,Neutral
"JESSE:But the thing is,",neutral
"when you blindside somebody,",Surprise
[laughing]: you have to knowwhat you're doing here.,Happiness
"Otherwise, it might come backand blow up on you.",Fear
So checklist number one--you have to have a cover story.,Neutral
Noelle's on edge,Fear
"right now. She's a littlebit nervous, I can tell.",fear
"And because she's on edgeright now, if you don't give her",fear
"a cover storyfor every conversation you have,",Neutral
when she goes and sits on a log,Neutral
"and startsthinking things through,",neutral
she's gonna start wondering whyyou had it and what you said.,Fear
It was good.,Happiness
"- Oh, you had it? Perfect.- Yeah.",Neutral
Now we're straight.,Neutral
No way,Surprise
- that she sees it coming.- JESSE: Yeah.,Neutral
- It'll be so good.- Yeah.,Happiness
So I want you to talkto Sami and see,Neutral
"if he's 100% on board,",Neutral
because I feel likehe would tell you.,Neutral
Okay.,Neutral
I was already planningto talk to Sami,Neutral
"because if I'm gonnatake out Noelle,",Neutral
"I need for herto split the votes,",Neutral
and I want herto split the votes on Sami.,Neutral
"He's not seen as trustworthyby either side,",disgust
so I'm just gonnahelp that a little bit.,Neutral
- I don't want Karlato go just yet.- Yeah.,Sadness
"But I'm thinking, like...",Neutral
- Yeah.- But I don't think we could go,Neutral
to the end of this gamewith Noelle.,Neutral
- Do you think that?- I don't...,neutral
I don't think we could.,Neutral
"JESSE:So, checklist number two.",Neutral
You always have to havethe fall guy. [laughs],Happiness
OWEN: Going back and forth?,Neutral
Hmm.,Neutral
So I think that we needto split the votes.,Neutral
NOELLE: Karla.,Neutral
- JESSE: Sami.- NOELLE: Sami. Okay.,neutral
JESSE:They're trying to get it,Neutral
"so that the votes are split,three-three",Neutral
on Sami and you.,Neutral
- Oh.- Because they're scared,fear
- that you have an idol.- Yeah. Okay.,Neutral
So then how many votesdo we have for Noelle?,Neutral
"Me, you, Cody and Cass.",Neutral
I don't...,Neutral
You think that's she's gonnaflip her vote?,Surprise
"Yeah. If we're talkingthe way we're talking right now,",neutral
she's gonna assumethat you all are voting with me.,Neutral
So that's gonna be a four-four.,Neutral
Unless we can get Gabler.,Neutral
Checklist number three.,Neutral
You always haveto have a backup plan.,Neutral
Are you okay with that?,Neutral
"Yeah, I think so.",Neutral
"- Let me just thinkabout this for a second.- Yeah, for sure.",neutral
"GABLER:'Cause, you know, I've gotrelationships with Owen and Sami",Neutral
"that are gonnabe torched by this,",Fear
and we got to thinkabout the jury at some point.,Neutral
"JESSE:Gabler is smart, right?",neutral
"Like, he's thinking thingsthrough, and so, in this game,",neutral
you can't just tell themto vote a certain way.,Anger
"You have tomake it make sense, right?",Neutral
And so I was tryingto get Gabler,Neutral
to sort of envisionhis position in the game,Neutral
after this vote.,Neutral
"I want him to envision,like, himself",Neutral
in the power position.,Neutral
Me and Cody-- we took out,Neutral
"her friend Justine, and thenshe got a friend-- Dwight.",Neutral
"Then we took out Dwight,and then,",Neutral
- she got a friend-- Owen.- Got a friend-- Owen.,Neutral
And then she did that huge movein front of the jury.,Surprise
- Yes. Correct.- So every time we try,Neutral
"and weaken her position,she comes back.",Neutral
"JESSE: And, I mean, she'sa warrior. That's what she is.",Neutral
I know she's got to gobefore we get too far.,Sadness
Then we could be backin the middle,Neutral
to choose again tomorrow night,Neutral
"- who we want to go...- So me, you and Cody",Neutral
would be ina very powerful position.,Neutral
I like it.,Happiness
I'm writingNoelle down tonight.,Neutral
Yup.,Neutral
And that's howto blindside somebody.,Surprise
"I put everything in place,I have these cover stories.",Neutral
"You know,I have this beautiful plan,",Happiness
and I get to just sit backand watch it all play out.,neutral
- That's amazing.- Have you heard mine at all?,Surprise
- Mm-mmm.- I can't believe it.,Surprise
"I really think we're steeringthe ... ship, bro.",Neutral
"- You know what I mean?- Dude, that's gonna be... awesome.",happiness
[rolling thunder],Neutral
- Mm-hmm.- [rolling thunder],neutral
Okay.,Neutral
Yeah.,Neutral
I-I agree.,Neutral
GABLER:Jesse made a real quick move.I understand it.,Neutral
"Noelle's a powerful player,but I don't like",disgust
"to be surprised, especially",surprise
minutes before Tribal Council.,Neutral
Yeah.,Neutral
Yeah.,Neutral
Okay.,Neutral
"Okay, you got to take off, girl.",Neutral
"- I'll see you in there.- Okay, okay.",Neutral
Okay. We'll... You got it.,Neutral
Jesse and Cody--,neutral
they're the realpower couple out here.,Happiness
"So, tonight,",neutral
I'm trying to thinkwhat's gonna be best for me.,Neutral
And I've got claws just likeanybody else out here.,Anger
♪ ♪,neutral
PROBST:All right. I want to startwith the reward challenge,Neutral
and one of the best examples,Neutral
of sheer determinationthat I've ever seen.,Surprise
"Noelle, did you have a momentwhere you could reflect",Neutral
on how thatmight inspire somebody,Neutral
"who might find themselvesin a similar situation,",Neutral
where they feelthe odds are against them?,Fear
"Yeah. You know, I'm gonnareach that one little kid",Neutral
"that maybe has a disability,",Neutral
"and they're goingthrough a difficult time,",sadness
"and they get to see me onthat balance beam, struggling,",fear
"and I'm able to overcome it, andI'm able to win the challenge.",happiness
"I mean, that's definitelya huge reason why I'm out here,",neutral
"is to not only prove itto myself, but to prove it",Neutral
to everybodywho believes that they can't.,Neutral
"So, if I could justreach that one person,",neutral
"then I'm satisfied,and I'm happy about it.",happiness
"Jesse, you benefitedfrom Noelle's victory",Neutral
because she brought you alongon the reward.,Neutral
What was it likeat the sanctuary?,Neutral
"I mean, like, Noelle...",Neutral
"I mean, me and Noellehave been, like,",Neutral
"you know, out heresince day one together,",Neutral
"and, uh, she's heard me, like,talk so much about my family,",Neutral
"so much about my kids,and the only reason",Neutral
that I was able to read thatletter was because of Noelle.,Neutral
And then she made me freakingugly-cry on national TV.,Sadness
[laughter],happiness
"PROBST:So, Gabler,",neutral
"you wake up this morning,game's back on.",Happiness
"If you're in the operating room,",Neutral
what part of the surgeryare we at right now?,Neutral
"Well, we lost wire capture,",Sadness
and we're kind of backin the aorta,Neutral
trying to re-recrossthe stenotic valve.,Neutral
"- Wow.- Um, I think,you know, we're trying",Neutral
to figure things out.,Neutral
There's a little bitof a shakeup going on.,Surprise
"I think I knowwhat's going down tonight,",neutral
but it's a little bit crazy.,Surprise
There's a lot happening.,Neutral
"Noelle, what do you readinto that?",Neutral
"""I think I know what'shappening, but it's crazy,",surprise
"- and I'm being vague""?- NOELLE: I mean,",neutral
"everyone has their own visionof how tonight's gonna pan out,",Neutral
so you got to rely on theconversations that you've had.,Neutral
"But it's tough,especially 19 days in.",Sadness
"You think you know someone, but,hey, you could be totally wrong.",Surprise
"PROBST:Owen, so, trust,as always, is once again",neutral
what is goingto determine tonight's vote?,Neutral
"Absolutely. I mean,trust always rises to the top,",Neutral
"and thinking aboutwho has your back,",neutral
who can you move forward with.,Neutral
I'd like to think,Neutral
that the plan thatI think is going to happen,Neutral
"is going to happen, but it hasbeen proven to me and proven",Neutral
"to everyone here thatthat's not always the case,",neutral
but I feel okay.,Happiness
"- We'll-we'll see what happens.- PROBST: Jesse,",neutral
"it's a little bit likeyou're negotiating to buy a car,",Neutral
but you never get to signthe contract which locks it in.,Disgust
"It's always just like,""No, we're good,",neutral
"we're good. You don't needto sign anything.""",Neutral
"JESSE:Yeah, I mean, trustis the currency out here,",Neutral
and you just haveto sort of trust the people,Neutral
"who have the biggest bills,I guess, right?",Neutral
And you can't really spendtoo much time checking the bills,Neutral
"like you would in,like, retail or something.",Neutral
"Like, you could hold itunder the black light,",Neutral
you could write... you know?,Neutral
Because you're implyingyou don't trust them?,Anger
- Yeah.- PROBST: Wow.,Neutral
"So, Cody, there must beconstant lack of certainty",fear
that the last conversationyou had,Neutral
is the last oneyou needed to have.,Neutral
"CODY:Absolutely. I mean,",neutral
"the strategy talk changesthroughout the day,",Neutral
"person by person, hour by hour,and the conversation",Neutral
"that, say, I have,you know, at hour 12",Neutral
is maybe not the same onethat I have at hour 14.,Neutral
"And if it is the same,is the body language the same,",Neutral
are the eyes starting to wander?,Surprise
Are the shouldersstarting to change?,Neutral
To see if they'regetting uncomfortable,Neutral
in what they're telling you.,Neutral
"Because as that day progresses,",neutral
they're talkingto other people as well,Neutral
and they're hearing all thesestories and they're trying,Neutral
to decipher which onesthey want to agree with,Neutral
and they wantto move forward with.,Neutral
SAMI:And that's what makesthis game so hard,Sadness
"is, like, I could befeeling really good",happiness
"about a conversation,and you come out of it,",neutral
"but then, if they're talkingto somebody else for too long,",neutral
"and you wish they looked atyou like that. Like, ""They don't",sadness
"look at me like that, they don'ttalk to me like that.""",Anger
"But at the end of the day,",neutral
"something was said to somebodythat wasn't true. It was me,",sadness
"it was somebody else, but wedon't know who it's going to be",Neutral
"- until we go up there and vote.- PROBST: So, Gabler,",neutral
"really, it's the duck",Surprise
up top... [laughs]underneath. [trills],Happiness
"GABLER:Well, what I think is happening,",neutral
"is most of these killers noware working with silencers,",Fear
- and that's what's going on.We're...- PROBST: Who...,neutral
- You pointed this way. Who?- Everybody. Everybody...,Neutral
Everybody up here.,Neutral
"There's not, like,a grenade blowing up.",Neutral
These are veryprecision targets.,Neutral
"There's a lot of workgoing into them,",Neutral
"and there's gonna beone fired bullet tonight,",Fear
and it's probablygonna hit the mark,Neutral
"that I think it's gonna hit,",Neutral
"but, uh,we're gonna find out.",Neutral
"PROBST:Karla, that wasa very colorful story saying,",neutral
"""We're assassins waiting for you",Fear
"to get right where we need you,and then, boom, you're done.""",Neutral
"Yeah, and that's the partthat makes people nervous",Fear
"is you can't hear them coming,",Fear
you can't hear their steps.You hope that you get to...,Fear
"maybe you open up one eyelid,and you're like,",neutral
"""I'll-I'll take a quick peek,""",Fear
"and hope that you know whoit is, um, before it's too late.",Fear
"NOELLE:And also, you know,you're thinking",neutral
"in the back of your head,""Someone in this group, like,",neutral
"there's a very, very greatchance that they have an idol.""",Fear
That's another reason why we'replaying this type of silent,Neutral
"killer assassins game is 'causewe don't know what's out there,",fear
we don't know who has it.,Fear
"So, trying to line upyour target, it's scary,",fear
because you could 100% miss.,Fear
"Jesse, last question.",Neutral
"If Tribal goes the wayyou want it to go,",Neutral
how will it change the game?,Neutral
It will lay the foundationfor the rest of my game.,Neutral
"And I'm gonna quote my son,",neutral
"because he wrote mea letter, and...",Neutral
"Well, he told meto ""Get that money, baby.""",Neutral
- [laughter]- So it will set me up,Happiness
"to get that money, baby.",Neutral
Perfect ending.,Happiness
It is time to vote.,Neutral
"Cassidy, you're up.",Neutral
♪ ♪,neutral
♪ ♪,neutral
"If anybody has an advantageor an idol,",Neutral
"and you want to play it,now would be the time to do so.",Neutral
"Okay, I'll read the votes.",Neutral
First vote: Karla.,Neutral
"Noelle. One vote Karla,one vote Noelle.",Neutral
"Sami. One vote, Sami.",Neutral
"Karla. Two votes, Karla.",Neutral
"Oh, my God.",Surprise
"Noelle. We're tied. Two votes,Karla, two votes, Noelle.",Neutral
"Noelle. That's three votes,Noelle, two votes, Karla,",Neutral
"one vote, Sami.",Neutral
"Eleventh person voted out,the fourth member of our jury:",neutral
Noelle. That's four.That's enough.,Neutral
"- You needto bring me your torch.- Good job, guys.",Neutral
"NOELLE:Okay, love you.",happiness
Love you guys.,Happiness
Don't be sorry.,Neutral
"- GABLER: Good job, Noelle.- NOELLE: Love you.Give me a hug.",happiness
"Noelle, the tribe has spoken.",Neutral
"Good luck, everyone.",Happiness
"- Bye.- Bye, Noelle.",Neutral
"Grab your torches,head back to camp. Good night.",Neutral
Captioning sponsored by CBS,neutral
Captioned byMedia Access Group at WGBH access.wgbh.org,Neutral
I'm hiding in plain sight.,Fear
- [Cassidy yells]- OWEN: We just take off,Fear
like bats out of hell immediately.,Fear
PROBST:And there it comes--another big swell!,Surprise
Gasping for a breath.,Fear
That's how you do iton Survivor!,Happiness
"I came into this game wantingto play the hardest,",Neutral
and that'swhat got me voted off.,Sadness
But they did a good job.They-they smelled it coming.,Surprise
I'm absolutely satisfiedwith what I've been able,happiness
"to do and accomplish,especially physically,",Neutral
and to be their firstabove-knee amputee,Neutral
to ever play this gameof Survivor.,Neutral
"Hopefully, I can pave a way",Neutral
for a new generation of peopleto start applying.,Neutral
[roars],Anger
♪ ♪,neutral
"SAMI:So at Tribal tonight,Noelle ended up going home.",neutral
"Noelle, the tribe has spoken.",Neutral
SAMI:I thought I waskind of in the numbers.,Neutral
"I thought it would be smartto go after Karla,",Neutral
"but Owen and I wereleft out of the vote, and",sadness
I could not have beenfurther off from what happened.,Surprise
"I've dug myself this hole,and right now,",sadness
it's hard to seehow to get out of this.,Fear
W-Why...,Fear
Noelle...,Neutral
No.,Neutral
"- We're pretty 100 on that, brah.- I'll... Yeah, I'll ask Gabler.",Neutral
SAMI:I was gonna try to act likeI voted with the majority.,neutral
Then I realized,Neutral
I've already lied enough.,sadness
"Like, I've done enoughto get myself to this point.",Neutral
"All right,I wrote Karla's name.",Neutral
Why'd you write my name down?,Surprise
I wrote Karla's name.,Neutral
"Cass, Gabler's with you guys.",Neutral
I write Karla's-Karla's name.I wrote Karla's name.,Neutral
- Can I ask why?- 100%.,Neutral
I... I thought it was...,Neutral
completely on the other side.,Neutral
"Like, I... I was thinkingif you had an idol",Neutral
"and you played the idoland it was in the majority,",Neutral
that would be great 'cause thenyou could just play the idol,Happiness
and then Noelle would justgo home anyways.,Neutral
And you see where it got me.,Neutral
That's where I'm at.,Neutral
- Cody and Jesse flipped.- Yeah.,Neutral
They told me about itlast-second.,Surprise
But here's the good news.,Happiness
- I've got a plan...- Mm-hmm.,Neutral
- for me and you...- Okay.,Neutral
to get to the final three.,Neutral
GABLER: I knew Owen would bevery betrayed by tonight's,sadness
"reversal of the vote, so,",Neutral
I immediately pulled Owen aside.,Neutral
He was the first personI talked to.,Neutral
No.,Neutral
"- I don't know why,but it's just...- No, no, dude,",neutral
"I'm telling you,it's not as bad as you think.",neutral
It'll be bettertomorrow morning. Trust me.,Happiness
I'm in a very good position.I have a relationship,happiness
with everybody out here.,Neutral
"And even tonightwhen I was part of a blindside,",neutral
no one's talkingabout me as a target.,Fear
I'm hiding in plain sight.,Fear
"Yeah, yeah, yeah.Yeah, yeah, yeah.",Neutral
OWEN:This is not fun.,Sadness
[laughing]: This is terrible.,surprise
"It's, like, getting comicalat this point that I just,",neutral
"like, keep finding myselfas the closest person",Neutral
to the personwho's getting blindsided.,Neutral
And it's depressing realizingthat I've just been outfoxed,Sadness
"for, like,the nine billionth time.",Neutral
"It's like Charlie Brown tryingto kick the football,",neutral
"and Lucy's taking it away,you know,",Neutral
and he fallson his back like always.,Neutral
"But except, in this scenario,it's not just Lucy.",Neutral
It's Linusand freaking Pig-Pen,Anger
and Peppermint Pattyand the stupid kid,Disgust
playing the piano.,neutral
And it's like every single one,Neutral
"of the Peanut kidsis out to get me,",Fear
and it's just like...,neutral
Aah.,Surprise
This sucks.,Disgust
CODY:You guys trying,Neutral
to make some rice this morning?,Neutral
"Think we might give the firea go in a little bit, yeah.",Neutral
- I'll try starting itin a second.- Once more.,Neutral
"SAMI:You know, this is the first voteI've been left out of",sadness
all game.,Neutral
"Nice, Sami.",Happiness
- [Cody laughs]- KARLA: Yeah.,happiness
"SAMI:But, you know, I...I've been playing",Neutral
"in the middlefor a very long time,",neutral
"and if you play with fire,you're gonna get burned.",Fear
And I got burnedpretty bad last night.,Sadness
The letters from the rewardsof the sanctuary...,Neutral
Sami.,Neutral
SAMI: ...it couldn't comefor me at a better time,happiness
"because today is, like,my worst day out here.",sadness
To reread the words...,Neutral
"My mom told me, you know,when I'm dealt",Neutral
"with difficult situations,I keep my head up",neutral
and my shoulders back.,Neutral
"And, uh...",neutral
"yeah, it means a lotto have that right now.",Happiness
I feel like my mom doesn't knowhow much I listen to her,Sadness
because I don'treally show it to her.,Neutral
"I was really worried aboutcoming out here and failing,",fear
"and my whole life,I've been failing to try.",sadness
And I know it hurts the people,Sadness
that-that believe in me,Neutral
to-to see me fail to try.,Sadness
"I want my little cousins,I want my brothers,",Neutral
"my sisters, my littlebaby brother see me trying",Neutral
to do things for myself.,Neutral
And for my mom to be able to see,Neutral
that her wordshelped me push through--,happiness
"it means a lot to me, and so,",Neutral
"as my mom reminded me,",neutral
"I'm gonna keep my head up,I'm gonna put my shoulders back,",happiness
and I'm gonna make the bestof the situation that I've got.,happiness
"Mom, I'm doing this one for you.",Happiness
"I just might,for once in my life,",Neutral
"say ""You told me so.""",Neutral
"Doesn't meanthat I'm just gonna, like,",Neutral
cut all ties with you. Like...,Anger
[laughing]: I would hope youdon't just cut all ties with me.,Surprise
"I hope that you are open,as well, to, like, if...",Neutral
"I don't know. If we're evertrying to make a move,",neutral
"you'd be down, that you...",Sadness
"If you... if you guys are down,",Sadness
I'll help you guys getto where you guys...,Neutral
wherever you guyswant to get to.,Neutral
Who was the firstto mention my name?,Neutral
The first mentionof your name was Cass.,Neutral
"SAMI:At this point,",neutral
my best moveis stirring up a lot of chaos.,neutral
"And so, I had to lieto Karla about Cassidy.",Sadness
Why not just try,Neutral
to salvage what littlerelationship there might be,Sadness
with Karla even thoughI wrote her name down?,Neutral
It was a mutualbetween her and myself.,Neutral
"We were just like, ""Oh, yeah,Karla's... she's... you know,",neutral
"she's really good. I thinkwe just need to get her now.""",Happiness
Yeah.,Neutral
I'm freaking outa little bit inside because,fear
Cassidy and I have been togethersince day one of this game.,Happiness
