Text,emotion
"I just think
she needs some time.",neutral
Dude...,neutral
"- I'm sorry. Like, just stop.
- Yeah. It...",anger
I don't play.,neutral
"Let 'em. Go bond with them.
Like, I-I... It's...",neutral
"Sorry. You guys know what
you were... doing to me.",sadness
"To find people that you actually
trust and then they betray you?",sadness
"It's torture.
It is. It's mental torture.",disgust
"I didn't expect this
from you two, okay?",surprise
"- Yeah.
- Like, God.",neutral
"Yeah, it's... I'm so sorry.",sadness
"They're just
telling me what I want to hear",neutral
"so I'll vote
with them the next vote.",neutral
"Do they actually care?
Probably not.",sadness
"I should just be able to, like,",neutral
"turn the page and be okay
with it, but I can't.",sadness
"I don't know what to say.
I just need a break.",sadness
"I think she thought
she had the perfect game.",surprise
"- Yeah.
- She was right on every vote so far.",neutral
"- Yeah.
- Yeah.",neutral
Exactly.,neutral
No.,neutral
"It really wasn't
either of you guys?",surprise
"- It was not me.
- It wasn't me, I swear.",neutral
"My vote was big ""F""",neutral
"- and a dotted ""I.""
- Mine was a little ""E"" at the end.",neutral
"I got one vote. I
didn't foresee that coming.",surprise
"So, I want",neutral
"to figure out
who put a name on me.",neutral
"Who has a motive
to put a name on me?",neutral
I feel like it was Frannie.,neutral
"To this point,",neutral
"I have Heidi, and right now,",neutral
"she's the only thing
I trust in this game.",neutral
Yam Yam? Well...,neutral
"I don't-I don't...
You know me. I don't...",sadness
"I don't take it personally
whatsoever.",neutral
Ay. It was me.,neutral
"I put Danny's name down, but",neutral
"I never
in a million years thought",surprise
Danny would still be here.,sadness
"So, I am gonna lie my way
out of this one",neutral
"because he's my closest ally,
and I got two votes",happiness
"at Tribal Council that
I did not see coming at all.",surprise
"Luckily, I still have my idol,",neutral
"so I have to somehow
come up with a plan",neutral
"on how to get out of here
and not be at the bottom",sadness
"of the totem pole
for the next one.",neutral
Inhale.,Neutral
"Finding that total relaxation
and peace.",happiness
Exhale.,neutral
"If you guys are comfortable,",neutral
we want to share our gratitude,happiness
"and use this energy
to amplify it.",neutral
"Every night, I try to thank",neutral
"the universe or spirit,
whatever higher power, like,",neutral
"my ability to see, hear,
speak, breathe, run, jump,",neutral
"things, like, I take
for granted sometimes, so...",neutral
"So it was super emotional
after Tribal.",neutral
"And this game is
really emotional, but",happiness
"we really are a family out here,",happiness
and we are creating real bonds.,happiness
I just really appreciate y'all,happiness
"and your stories
and sharing them with me.",happiness
Because we can all come together,happiness
"and meditate together
and have this really",neutral
"high-vibe experience,
it does give permission",happiness
for us to be super cutthroat.,anger
"We are all
cheering each other on,",happiness
"but battling toe-to-toe
at the same time.",neutral
Being here and dealing,neutral
"with all the emotions
that we deal with...",neutral
"We have lows, we have highs...",neutral
"But I feel growth.
I feel growth every day",happiness
"from a young age or even
when we started day one,",neutral
"and I hope that we can utilize
it to be a better human being",happiness
outside of this game.,neutral
"Mm. - We have lows, we have Heidis.",neutral
I think all of us,neutral
"have gone through some struggles
in our lives.",sadness
"I moved to this country
from Puerto Rico,",neutral
"barely speaking any English.
I mean, I had nothing.",sadness
"I don't have family.
I didn't have friends.",sadness
So I had a lot of struggles.,sadness
"Sometimes you get stripped
of everything,",sadness
"and then you find
within yourself your strength.",happiness
Just likeSurvivor.,neutral
"I have to work really hard
to finish my college degree,",neutral
"and now,
I am an electrical engineer.",neutral
I have a good life.,happiness
"I work,
I'm a mother, I'm married.",neutral
"It's all a dream,
and it's coming true",happiness
"because
I just go the extra mile.",neutral
"And in this game, if I have
to go the extra mile, I will.",neutral
I'm willing to take some risks,neutral
"in order
to be the Sole Survivor.",neutral
"Oh, I know...
I know, like, I can't, like,",neutral
"play the game, and then, like,
isolate from people,",neutral
"- and, like, I just needed a minute.
- You played...",neutral
"- Like, I need a minute.
- Carolyn,",neutral
"you play the way
you want to play.",neutral
"No, I know, but I'm saying,
like, I know in my head.",neutral
Can I see?,neutral
No. I can't do this.,fear
"Like, go away from people,
and, like...",disgust
"I can't take it
sometimes, though.",sadness
"There's a difference
between playing the game",neutral
"and, like, taking things
personally. I know that.",neutral
"It just takes me
a little bit to figure it out.",neutral
So even though,neutral
"they betrayed me, like,
last vote, I'm over it.",anger
"I can go back, and I do trust
Carson and Yam Yam.",neutral
I need Tika to stay together.,neutral
"Oh, and duh.",neutral
"I have my idol
no one knows about.",neutral
"So I feel good. I feel like
I am in a good position.",happiness
"- I cannot wait...
- No, you're not in it.","- Anticipation
- Sadness"
"- You're not in it.
- Oh, I'm kidding. I'm kidding.",surprise
"So, we've been doing,
I think, good together.",happiness
"We came in here
with three people at 12,",neutral
"and we're now down to seven,",neutral
"- and so we still have all three of us.
- I know.",neutral
"Maybe last vote
was a little bit crazy, but I think",neutral
"- we're in a great position.
- It's all good.",happiness
"After talking with
Carolyn, she's back on track.",happiness
And Tika is still going strong.,happiness
"Yeah, we get in silly fights,",neutral
"but we are
controlling the votes,",neutral
"kind of pulling the strings, and",neutral
"we are playing
a very under-the-radar game.",neutral
"And by the way, we need
to make sure Danny knows",neutral
"that Heidi was the one
who wrote his name down.",surprise
I feel like he knows.,fear
"At the last Tribal Council,
Heidi voted for Danny.",neutral
"When she looked around,
nobody was there with her.",sadness
"Someone voted on me,
and everybody's saying,",neutral
"""No, it wasn't me.""
Someone here is lying to me.",anger
"I'm always
using everybody's sloppiness",disgust
to my advantage.,neutral
"Telling Danny
that Heidi voted for him",surprise
"makes the possibility of the two
of them working together",neutral
against me harder.,anger
Jaime or...,neutral
"- No.
- Heidi?",neutral
Really?,surprise
"No... Oh, that's wild.",surprise
"Yeah, I didn't even think it.",neutral
"I start trying
to dissect the logic.",neutral
How can voting me,neutral
"propel Heidi's game?
Because Heidi's",neutral
not gonna do anything illogical.,neutral
It doesn't make sense.,surprise
"I'm Heidi's number one.
But you don't know",neutral
"who's telling the truth
and who isn't at all.",neutral
"We're gonna... we're gonna
get back on the same page",neutral
next Tribal?,neutral
"It wasn't me.
Doesn't make sense, you know?",confusion
"I don't... Yeah, I don't know.",neutral
"- If-if it was you, I'm-I'm still...
- Yeah.",neutral
"- Down to work, you know, together.
- Yeah.",neutral
"It's-it's a game. You know,
I don't look-look at it.",neutral
"Oh, God. I said,
""No, that wasn't me.""",surprise
"I'm lying left and right,
just digging",sadness
out the hole that I dug myself.,sadness
"Yeah, I-I feel confused.",surprise
"So, I-I... I'm pretty sure...",neutral
Could it be her?,surprise
Maybe. I think it was Yam Yam.,neutral
"Don't say anything, though.",neutral
"No, let-let's not
make a big deal of it.",neutral
"- So, I... I think Yam Yam had this planned.
- Yeah.",neutral
"I know Heidi
very well. I believe her",neutral
"and that-that
she didn't turn against me.",surprise
I think Yam Yam and Tika,neutral
"are trying to split me
and Heidi up, but",sadness
it's silly. I would,neutral
"find it difficult
to find first graders",sadness
who would buy that story.,disgust
"So, now I have
my sights set on Tika.",happiness
Ooh. Ooh!,surprise
What is that?,surprise
Isn't that a lobster?,surprise
That's the body.,neutral
I'm not worthy.,sadness
"I am, too. No.",neutral
"Okay. Uh, rock, paper, scissor.",neutral
Okay.,neutral
"Rock, paper, scissors.",neutral
"- You win.
- No!","- happiness
- surprise"
"- No, I feel like I don't deserve it.
- Take it.","- Sadness
- Neutral"
"I was gonna put it, like,
somehow in my hair.",neutral
"So I found this lobster thing.
I love it.",happiness
"And then, Yam Yam",neutral
"found this one for me
at the beach.",neutral
Over there.,neutral
It's cool. It's different.,neutral
"I'll never come across
something like this again.",surprise
I know I won't.,sadness
"So this is, like, special to me,",happiness
"and I needed to just, like, get
in the water 'cause, like,",neutral
"I want to be, like,
one with the lobster.",neutral
And I'm doing it.,neutral
"This is beachy.
Like, it's beautiful here.",happiness
"And it's just...
it's overwhelmingly amazing.",happiness
"Like, it's...
there's nothing like this.",surprise
"To see all these fish,
and, like, I got to be a mermaid",happiness
"and, like, just be in the water
and have fun.",happiness
"I can't do this game 24/7,
and that's how it is.",neutral
"And I always feel better
with Yam Yam.",happiness
Us being like kids. Whoa!,surprise
"I was singing
The Little Mermaid.",neutral
I was doing flips.,happiness
I was free.,happiness
"Just made me happy
to not think about",happiness
"all the chaos
that's going on here.",anger
So...,neutral
"So, who's your ideal, like,
three being at the end?",neutral
Can I be there three times?,surprise
I have multiple personalities.,neutral
I know you do.,neutral
Danny.,neutral
"- And then I would say Lauren.
- Lauren.",neutral
"- Lauren.
- The thing with Danny is,",neutral
"any say... any name we say, he's
gonna vote with us right now.",neutral
Yeah.,neutral
"We're... we are
in a position to prove...",neutral
"- We're pretty much equal right now.
- Yeah.",neutral
"Where keeping Tika around
has to be...",neutral
Yeah. Yeah.,neutral
I do agree with Danny.,neutral
"I think that
the former Tika tribe...",neutral
"Yam Yam, Carolyn",neutral
and Carson... is a threat.,fear
"They have been
running the show here.",neutral
"- You. Both of you.
- I agree.",neutral
"I just had to work with them
to just survive",sadness
"in this game, but now
they need to be split up.",neutral
The Tika Three...,neutral
"They are not
breaking each other.",neutral
"They are gonna
pick us off one by one.",fear
"- They want... Yes.
- Yeah.",neutral
"It's an automatic, like,",neutral
"- easy final three for them.
- So...",neutral
"They are so...
they are super tight.",happiness
"So I think it's either
Carson or Yam Yam.",neutral
Yeah.,neutral
I'm nervous working with Danny,fear
"and Heidi, but right now,",neutral
"we are aligned, target-wise,",neutral
and that's Yam Yam.,neutral
This makes sense for everybody.,neutral
"- Yes. Yup.
- For the four of us.",neutral
"- For the final of us.
- So, um, yeah.","- Neutral
- Neutral"
"Yam Yam has
played a brilliant game.",happiness
He's fantastic,happiness
"socially with everyone.
Everyone loves Yam Yam.",happiness
But those three have,neutral
"to be broken up.
That's the number one goal.",neutral
"- So, you..
- It's gonna hurt",fear
"to write his name,
let's be honest.",neutral
It...,neutral
"Uh, he... yes.",neutral
"For me, 'cause he's so likable.",neutral
But that... This is the game.,neutral
"- This is the game. I'm playing the game.
- Yes, and...",neutral
Yeah.,neutral
That'sSurvivor 101.,neutral
"It's not personal.
It's strictly business.",neutral
"Gameplay is gameplay.
Friendship is friendship.",neutral
There is no winning this game,sadness
"without being aggressive,
especially now, down to seven.",neutral
"Like, you better start
taking everything by the reins.",anger
"It's a 12-round
fight. I would say",neutral
"we're in the ninth round,
and it's a doozy.",surprise
"There's a lot of right hand,
right or left hand,",neutral
"swinging, ducks, stiffs.",neutral
"Everybody's been
knocked down once.",sadness
"Everybody's got votes on them,
everybody's been punched",anger
in the face. It's up in the air.,neutral
"This is a barn burner, but",neutral
"I'm playing hard,
and I'm trying to win.",neutral
"I didn't come here to take part.
I came here to take over.",confidence
"Final seven, season 44.",neutral
"If you want this, you got
to apply to be on Survivor.",neutral
Welcome.,neutral
"Yam Yam,
you know this challenge?",neutral
Of course I know that challenge.,neutral
"I don't think
it's gonna be a fun one.",sadness
"It looks like torture chamber.
I remember.",disgust
"Ozzy going
with the little snorkel thing.",surprise
"I have fat hands. I don't know
how my snorkel is gonna work.",fear
"You know?
Maybe not a lot of air.",neutral
"- We'll find out. Shall we get to it?
- Yeah.",neutral
"First things first. Let me
take back the necklace, Carson.",anger
Thank you.,happiness
"Once again,
immunity is back up for grabs.",surprise
"Today's challenge
is a Survivorclassic",neutral
built to test,neutral
"your ability to overcome fear.
Here's how it works.",neutral
"For today's challenge,
you're gonna be in the water",neutral
"underneath
a grated steel barrier.",neutral
"As the tide rises,",neutral
"your breathing room
will decrease.",fear
"That's when
the panic will set in.",fear
"Last person left standing
wins immunity,",neutral
"guaranteed a spot
in the final six.",happiness
"Losers, Tribal Council,
where somebody will be",fear
"the twelfth person voted out,",neutral
"become the fifth member
of our jury.",neutral
"- Shall we draw for spots?
- Yes.",neutral
Let's do it.,neutral
"All right, everybody ready
to officially begin?",neutral
This challenge...,neutral
is on.,neutral
And now we settle in.,Neutral
"- Really?
- Yup.",surprise
You're all looking great.,happiness
"There's no panic yet,",neutral
"but that tide
is gonna slowly rise,",neutral
"and that breathing room
will decrease.",fear
"And that's where
you have to manage that panic,",fear
'cause the panic will come.,Fear
"Got plenty
of breathing room now.",happiness
"We could have a nice, long chat.",happiness
"- This...
- Yam Yam,",neutral
how you doing down there?,neutral
I'm chilling. It's like,neutral
"being back in Puerto Rico.
I'm trying to sunbathe,",happiness
"get a little warm, not get
too cold, not get too anxious.",neutral
"Getting used
to these little bars.",neutral
They're becoming my friends.,happiness
I'm trying to connect with them.,neutral
"I hope it works
when that time comes.",neutral
"Lauren, 21 days into this game.",neutral
"Are you surprised
you're still here?",surprise
"- Really?
- I'm, like...",surprise
"Are you panicking now
or are you okay at this moment?",fear
"I'm okay at this moment, but...",neutral
You've been here 30 minutes.,Neutral
"Now you're gonna
start to feel it.",neutral
"One of the worst parts
of this challenge is",sadness
how slowly the tide rises.,neutral
"You can feel it working its way
up the side of your face.",fear
"But this is how
you get to day 21,",neutral
"by this kind of performance.
And how you get to day 22",neutral
is by winning this challenge.,happiness
Lauren can't take any more.,sadness
Lauren is the first to drop out.,sadness
Nice effort. Lauren lasted,neutral
"- an hour...
- Good job, Lauren.",happiness
...doing something,neutral
"that you are
very uncomfortable doing.",disgust
We are down to six.,neutral
"Everybody now with their face
through the grate.",neutral
"Different strategies
for how you do it.",neutral
Some people using the snorkel.,neutral
Carolyn plugging the nose.,disgust
"Yam Yam fighting to stay in it,
body kicking.",sadness
"This is where
you really have to start",neutral
"overcoming that fear
that's gonna kick in.",fear
Jaime pops up.,surprise
Cannot take it anymore.,anger
We are down to five.,neutral
"That's that panic,",fear
and it is not fun.,sadness
Tide continues to rise.,neutral
"This is a great test
of controlling your thoughts,",neutral
"the thoughts that make you feel
that sense of panic.",fear
Carson is gonna duck out.,neutral
And we are down to four.,neutral
"Nice job, Carson.",happiness
"It is Heidi,",neutral
"Danny, Carolyn and Yam Yam",neutral
"still fighting
in this challenge.",neutral
"A little bit of a swell
puts Danny fully under water",fear
for a moment.,neutral
Heidi fully under.,neutral
Carolyn is under.,neutral
Everybody fighting right now.,anger
Carolyn is under.,neutral
Will she come back up?,fear
"No, Carolyn is out.
Great job, Carolyn.","neutral
happiness"
"- Yeah.
- We are down to three.",neutral
"That tide is
really up there now.",surprise
"Danny fully under now.
Fully under.",sadness
"This is a test,
and it's a tough one.",neutral
"Danny's body twisting
all over the place,",fear
"trying to find some relief,
some escape.",sadness
"Danny fighting,
fighting, fighting.",anger
Danny's up. Danny's out.,neutral
"And we have Heidi on one end,",neutral
"Yam Yam on the other
in a Survivorshowdown.",neutral
Here we go.,neutral
It will be Heidi or Yam Yam,neutral
wearing the necklace,neutral
for the first time this season.,neutral
This is a great effort.,happiness
Keep digging!,surprise
Keep digging! Don't you quit!,surprise
"Been in there
an hour, 25 minutes.",neutral
This is absolutely,neutral
miserable right now.,sadness
Every time,neutral
"you try to get a breath,
that water",fear
tries to sneak in.,surprise
"And all you want
to do is just quit.",sadness
"- Heidi, is out. It's over. Yam Yam!
- Yam Yam!",happiness
It's over.,sadness
"- Yam Yam cannot hear me.
- Yam Yam!",surprise
"- Yam Yam!
- Heidi, great effort.",happiness
"- Yam Yam has won individual immunity.
- Yam Yam, you won!",happiness
"- You won, Yam Yam! You won!
- Yam Yam.",happiness
Yam Yam wins,happiness
individual immunity.,neutral
"- Congratulations.
- You did it!",happiness
What an effort.,neutral
"What a showdown
between Heidi and Yam Yam.",surprise
"Yam Yam, get over here.",Neutral
"- Right here.
- Yeah, yeah.",neutral
"Oh, my God.",surprise
"Good job, brother. Good job.",happiness
Oh.,neutral
Open up here.,neutral
You earned this.,happiness
There is no denying you overcame,happiness
"a lot of panic and fear
out there, outlasted",fear
all of these competitors.,neutral
What's the emotion?,neutral
"All right, you're safe.",neutral
"You are guaranteed a spot
in the final six.",happiness
"For the rest of you,
after 21 tough days,",neutral
"somebody will be
voted out tonight,",surprise
"twelfth person, and become
the fifth member of our jury.",neutral
"You have the afternoon to
figure out who it's gonna be.",neutral
"All right, swim out.
See you tonight at Tribal.",neutral
Go for it.,neutral
You know whose name,neutral
is not gonna be written down?,neutral
"""Yam Yam"" is not gonna
be written down tonight.",sadness
"Makes me feel like a Badass,",happiness
"like I can do anything,
I'm powerful.",happiness
"And for Tika,
tonight's vote is huge.",surprise
"If we survive this vote,
we have the numbers",neutral
"to take everybody out,
and it's us to the end.",happiness
"I am excited for us...
You, me and Yam Yam...",happiness
"Because I feel
like we're so close.",happiness
"This is the most critical vote
because there's seven left.",neutral
"Three are Tika,
the rest are other people.",neutral
"We just have
to get it down to six",neutral
for Tika to have the majority.,neutral
He-he will. He will.,neutral
Okay.,neutral
Yeah.,neutral
Exactly.,neutral
"Yam Yam winning
the immunity didn't go my way.",sadness
It's beautiful.,happiness
"Good on him, but
let's get back to game planning.",neutral
"We're putting the votes on
Carson. He's in the Tika Three.",neutral
He's got to go home.,neutral
"I don't want to go
to the final two with Carson.",disgust
"If I... if I cloned myself,
and I saw me up there",surprise
"against Carson,
I might vote for Carson.",neutral
"When they ask me,
I'm gonna tell them",neutral
that I'm voting one of you guys.,neutral
"- Yeah.
- Okay.",neutral
We'll split... we'll do...,neutral
"We'll do three-three on Jaime,
two on Lauren.",neutral
"Everybody who's not in on
the plan, you have to have a lie",surprise
"'cause tonight's the last night
to play Shot in the Dark.",neutral
"If somebody plays
Shot in the Dark tonight,",surprise
"a lot of people messed up
because this should be,",sadness
"hopefully,
a complete blindside on Carson.",surprise
You and Heidi vote for Lauren.,neutral
"We're all gonna do Jaime.
Is that cool?",neutral
"Are you...?
Is that the for-real plan,",surprise
"- or is this the fake one?
- That's-that's the real plan.",surprise
If you guys are cool with that.,neutral
I'm cool with that.,neutral
"My strategy
is keep the numbers down",neutral
"of the other people
that are not Tika.",neutral
People that I need out,anger
"are obviously
Lauren and Jaime because",neutral
"I don't need them
with me at the end.",sadness
"I don't think they're gonna see
this coming.",surprise
"- Oh, no, no, no.
- But be ready when we come back.","- fear
- neutral"
Carolyn's gonna be crying.,sadness
"Right now, we
are all voting for Carson.",happiness
"If the plan works out,",neutral
"Carolyn could be a...
a cannonball",surprise
when we come back.,neutral
Just open!,surprise
"Usually, I go like this,
and then, it's...",neutral
"Oh, there it is. Got it.",neutral
"That's the worst
I've ever tried in my life.",disgust
"I don't look forward to that,",sadness
"but right now,
the biggest threat is Carson.",fear
And I've been getting,neutral
"my name written
in the last two Tribal Councils,",fear
"so I just got to make sure
that it's not me.",neutral
"And I do have an idol
in my pocket that could save me.",neutral
"So, you kind of have to be",neutral
"ready for...
for any-any surprises.",surprise
I'm just worried.,fear
"I get the vibe
that they're voting for Carson.",neutral
"Oh. I feel like
they're gonna vote... vote him.",surprise
"Something's not right, and
there's nothing more annoying",anger
"when you're told by Danny,",neutral
"""Yeah, that's a plan.
Let's just keep it simple.",neutral
"Let's just not even have
any more discussions.""",anger
"I'm worried now
that Danny is planning",fear
"to take Carson out
for this vote.",anger
I need to investigate this.,surprise
I know that Carson has a...,neutral
He is a big threat,fear
"so I'm not opposed
to voting him.",neutral
"Yeah. Nah, I, uh...",neutral
"- I mean, would...
- I think down...",neutral
"Right now,
I think it's bad timing.",neutral
You're lying to me.,anger
"Even with me, like,",neutral
"interrogating
the strategy talk out of you.",anger
"I still need Carson around,",neutral
"and so,
I want to vote out Danny.",anger
"I don't trust him at all. Also,",disgust
"he does have a good chance
of winning immunities.",neutral
"But, like, once again,
Danny, like... It's, like, he...",neutral
You-you just don't trust him?,surprise
Something's not right.,fear
"- With you.
- With me?",surprise
What-what do you mean?,surprise
"I'm just getting vibes
that it might be you.",surprise
"For this almost
entire game, this is",neutral
"the first time I'm starting
to hear my name, and",surprise
"it's stressful, and I'm,
like, feeling claustrophobic.",fear
"I've worked so hard
to be in this power position,",neutral
"and now to know
that it might be all",sadness
"crumbling down,
I could be screwed.",fear
"Yeah, I know
Danny's coming af... I think",neutral
"he's coming after me.
Do you think",fear
"we should split it
between Danny and Heidi?",neutral
"But, like,
I've been so, so fearful,",fear
"Danny, and, well,
I think he might",neutral
"- have an idol or something.
- I know. - Yeah.",neutral
"At this point, I'm depending",neutral
"on Lauren and Jaime
to vote with me. Otherwise,",neutral
"I'll probably be the one
going home tonight.",sadness
"I don't. I promise. I, like...",neutral
"Believe me, if I have one,
I would play it today.",neutral
"But I'm pretty sure Jaime
and Lauren are really with us.",neutral
"I feel like
it's pretty equal at this point",neutral
"- between Danny and Carson.
- Yeah.",neutral
"I mean, Danny is a threat,
but he's not good at puzzles,",neutral
he hasn't won immunity.,neutral
"Carson's won immunity,
and he's great at puzzles.",happiness
"But I think
Tika has the numbers.",neutral
"That would be the benefit
in also getting Carson out.",neutral
"They're just gonna pick us off
one by one.",fear
"- We just got to get through this one vote.
- Mm-hmm.",neutral
"- Then we run... We can run it.
- Yeah.",neutral
"Tika's been
controlling everything,",anger
"but now, Lauren and I have
all the power.",happiness
"Do we want to go Danny
or do we want to go Carson?",neutral
"It's a great place
to be inSurvivor land.",happiness
"Yeah. Isn't it fun?
It's so cool.",happiness
I love it. Moves so fast.,happiness
I love this game so much.,happiness
"No. I know, do... Jaime just...
Jaime just looked.",surprise
"Because I don't feel good
about this plan.",fear
"Yup. So will you stay strong
and vote Danny with me?",neutral
"- Yes.
- You-you promise?",surprise
We can't.,neutral
"Will you just promise me?
Please vote Danny.",neutral
"- I'm gonna vote Danny.
- Yeah.",neutral
But be chill.,neutral
"We need to
make it past this next vote.",neutral
"So it's crucial
that we keep Carson.",neutral
"But I truly believe
people are just telling me",neutral
"that they're gonna
vote for Danny,",neutral
but they're voting for Carson.,surprise
"What? You
out of all of the Tika people",surprise
"have an idol,
and you didn't tell us?",surprise
I'm in awe.,surprise
"Like, there's so many
thoughts going through my head.",neutral
"First thing is, like, I've just",neutral
"got to make sure that Carolyn
actually plays it for me.",neutral
"- Because I'm scared that if I play an idol for you...
- Right.",fear
"They're not.
They're not, you know...",neutral
"- Or something, like, stupid happens.
- Right.",neutral
"- Is what I'm afraid of.
- Mm-hmm.",fear
I'm nervous. This is a lot.,fear
"What if something changes?
Then I'm gone.",fear
"That's, like,
the worst case scenario.",fear
"I, like, give him my idol
and then",neutral
I get voted out?,surprise
"You know how bad
that would suck?",disgust
"- Or something.
- So maybe it's best,",neutral
"two votes against Heidi
so Heidi would go home.",sadness
"What if Danny
has an idol? Then I would want",neutral
"to vote Heidi 'cause, like,
I wouldn't have to use my idol.",neutral
So should I just vote for Heidi?,neutral
"- Oh, God.
- Oh, my gosh.",surprise
"Oh, my gosh. I hate this.",anger
"Again, there's so many plans
that I'm gonna be spinning",surprise
up until Tribal.,neutral
"- Everything seems good, right?
- Yeah.",neutral
"Like, I'm scared, I'm nervous.",fear
I don't know what I'm gonna do.,fear
"All right, so, Jaime,",neutral
"Tribal Council
after Tribal Council,",neutral
"you all have said
the same thing,",neutral
"which is, ""It's up in the air.""",neutral
"""We don't know.
Who I was with last week",surprise
"""may not be who I'm with
this week. It may not even be",neutral
"who I'm gonna be with
at the end of this Tribal.""",surprise
"- But the game continues. Now what?
- You know, I think",neutral
"if you can find
a group of people where",neutral
"your target aligns, that's what
it looks like for one day",neutral
"and only one day.
That's the beauty of this game.",happiness
"It's different
every single time.",neutral
"Danny, given how many times.",neutral
"Tribals have gone
left and right,",neutral
"do you have moments where
you have to say to yourself,",neutral
"""I'm tired, but I can't be.",sadness
"I have to pay attention
even though I'm exhausted""?",neutral
"Yeah, absolutely, because",neutral
"everybody's name's
being mentioned",neutral
because everybody's a threat.,fear
"And you don't want
to look back and be",sadness
"a coulda, woulda, shoulda dude.",neutral
"You know, you're not gonna win",anger
"the million dollars
if you leave with ""what ifs.""",neutral
"Heidi, Danny
just encapsulated what I think",neutral
is the truth about any player,neutral
"who is in
the Survivorhall of fame.",neutral
"They never said,
""Woulda, coulda, shoulda.""",neutral
"100%, and we are all
gonna take risks",happiness
"sooner rather than later,",neutral
"but when is the right timing
to take that risk",neutral
"that it's not gonna backfire
and it's gonna",neutral
"work for me?
That is extremely hard.",sadness
"Yam Yam, given
that the jury is growing now,",neutral
how much time do you think about,neutral
"the person we vote out
will be deciding our fate?",surprise
"That's the only thing
I think about.",neutral
"There's not a moment
that you're not, like,",neutral
"cleaning a shell and
not thinking about that jury,",neutral
"and like, counting the rocks
and thinking",neutral
"like, ""This rock is this person,
and this vote is...""",neutral
"- Rock is this person, and this vote...""
- Wow.",surprise
"It's so intense. It's, like,
draining, but it's so exciting.",excitement
"Carolyn, why are you laughing?",surprise
"Because it's non-stop
flowing. Like,",neutral
I'm up every hour.,sadness
"- Really?
- Yes. I really don't sleep.",surprise
"And I start thinking
about, like, the plan,",neutral
"and then, the next plan
and the next plan.",neutral
"So, by the time I get here,
I still am kind of spinning",Surprise
"and second-guessing
and paying attention",neutral
"to what people are saying
during Tribal.",neutral
"And then, in between,
we have these days where",neutral
"we're meditating,
and we are just",neutral
telling each other how great,happiness
"one another is, and then
it's, like, the next Tribal,",neutral
"- completely different.
- Danny, you agree with that?",neutral
"No, I don't agree with it.
I feel like as Tribals go on,",neutral
"I kind of look at it
like fighters.",neutral
"You look at a fighter,
and he's got his first fight.",neutral
"You look at him like, ""Oh,
that's a first-time fighter"",",surprise
"""right?"" Yeah. He's nervous.",fear
"He's doing a lot of,
like, extra work.",neutral
"And then, you look over
at a guy who's got ten fights.",neutral
"You know, he's calm, relaxed,
he has a routine down.",neutral
"So, I feel like
as Tribals go on,",neutral
"we all kind of develop our own
routine, and we're kind of like,",neutral
"""All right, man, I might
get knocked out tonight, but,",fear
"- ""you know, that's the game.""
- Yeah, I don't...",neutral
"I don't see it like that.
I see it as,",neutral
"we have, like, those rest days,
or then it turns into scramble.",neutral
"And Lauren, that's
another complication is no one",neutral
here is gonna experience,neutral
"- any moment of any day the same way.
- Right.",neutral
"Right. We're all different
types of players, you know?",neutral
"Like, some are just, like,
more experienced",neutral
"than maybe even,
like, strategic players,",neutral
"and others may rely a little bit
more on their emotions,",neutral
"you know, and we all experience
things in different ways.",neutral
"Case in point... Carolyn
exhaling while you're talking.",disgust
"No, I just don't
understand the experience.",neutral
"To me, it's like a comparison
between somebody",neutral
"- who's a... I'm not...
- I think that was the wrong terminology",confusion
"- for being experienced.
- I'm not pointing at you.",neutral
"But neither is wrong or right,
you know?",neutral
"I guess I just heard, experience
versus, like, emotions,",neutral
"- and so, it just... I...
- It was wrong. I...",sadness
"I think that was
the wrong comparison.",neutral
Comparison is the thief of joy.,sadness
"That's what she just did,
so that's why I asked",neutral
"a question, Danny.
So I'm not comparing.",neutral
I was just clarifying.,neutral
"Oh. Okay, cool.",neutral
Are you annoyed?,anger
Absolutely.,Neutral
"You get some sleep, Carolyn,",neutral
who knows how you'll see things?,neutral
Are you mad at menow?,anger
Yes.,neutral
"- Why?
- No.",neutral
I say the same things sometimes.,neutral
"Why are you mad at me?
What did I do?",sadness
"What did I
say? You're not sleeping.",surprise
I was merely commenting.,neutral
"No, I'm good. I'm good.",neutral
"I'm glad we cleared it up.
This is awkward,","happiness
disgust"
but I'm good.,neutral
"Carolyn, one of the many things",neutral
"I like about you is you just say
what's on your mind.",happiness
"- That's a problem, too.
- Well, okay, maybe at times,",neutral
"it's a problem,
but it's a million-dollar game.",surprise
"- Yeah.
- You should be speaking up.",anger
"This is somebody's
last Tribal Council.",surprise
We're moments away from voting.,neutral
"Yam Yam, you're safe.",happiness
"So, based on
what you saw at camp,",neutral
"are you uneasy about which way
the vote's gonna go?",fear
"Definitely someone
that I don't want to leave",sadness
"might be leaving today, And
that scares me 'cause tomorrow",fear
"I might not have
this necklace on.",neutral
"Jaime, what do you
read into that?",neutral
"You know, I feel really solid
with the vision I have,",happiness
"the goal we set out there,
and the roles",neutral
"that each person is
playing in tonight's vote.",neutral
"Wow. Danny, ""the roles
that each person is playing.""",surprise
You could read a lot into that.,neutral
"Do you feel the same certainty
that Jaime has?",neutral
"I feel good about,
you know, my decision",happiness
and the people I'm working with.,neutral
"Uh, our logic is aligned,",neutral
